,SOD,SOD Error,SDD,SDD Error,Rotating Angles,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
0,542,442,771,631,6,0.9799908182626198,0.030535519123077396,0.08677879712489481,3.8169475641183194e-07,0.32150011670339085,43.5379753112793
